ID,SMILES,DATASET,HBA,HBD,LOGP,TPSA,MW,CSP3,HEAVY,RING,HETATOMS,ROTBONDS,CARBOALICYCLIC,HETEROALICYCLIC,CARBOAROMATIC,HETEROAROMATIC,AROMATIC,ACID_ATOMS,AROM_ATOMS,BASIC_ATOMS,BROMINE,CHLORINE,FLUORINE,IODINE,NITROGEN,OXYGEN,FRACROTBOND,CHIRALCENTERS,FORMALCHARGE
UNPD_subset_A_5955,OCC1CCCN2CCCC12,UNPD_A,2,1,0.8531,23.47,155.241,1.0,11,2,2,1,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0.083333336,2,0
UNPD_subset_A_5956,OCCn1cccc1,UNPD_A,2,1,0.4803999999999999,25.16,111.14399999999996,0.3333333333333333,8,1,2,2,0,0,0,1,1,0,5,0,0,0,0,0,1,1,0.25,0,0
UNPD_subset_A_5957,OCC1OC(OC2CC(O)C(O)C(O)C2O)C(O)C(O)C1O,UNPD_A,10,8,-4.981199999999993,180.3,326.29800000000006,1.0,22,2,10,3,1,1,0,0,0,0,0,0,0,0,0,0,0,10,0.13043478,10,0
UNPD_subset_A_5958,Oc1ccc(C2CC(c3ccc(O)cc3)C(O)CO2)cc1,UNPD_A,4,3,2.7039,69.92,286.32700000000006,0.2941176470588235,21,3,4,2,0,1,2,0,2,0,12,0,0,0,0,0,0,4,0.086956523,3,0
UNPD_subset_A_5959,O=C1Oc2c(O)cc(O)cc2C(O)C1c1ccc(O)c(O)c1,UNPD_A,7,5,1.2451999999999996,127.45000000000002,304.254,0.1333333333333333,22,3,7,1,0,1,2,0,2,0,12,0,0,0,0,0,0,7,0.041666668,2,0
UNPD_subset_A_5960,Oc1cccc2c1CCC2,UNPD_A,1,1,1.8809,20.23,134.178,0.3333333333333333,10,2,1,0,1,0,1,0,1,0,6,0,0,0,0,0,0,1,0.0,0,0
UNPD_subset_A_5961,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(Oc3c(-c4ccc(O)c(O)c4)oc4cc(O)cc(O)c4c3=O)cc(O)c12,UNPD_A,12,7,4.964900000000006,211.26,570.4620000000002,0.0,42,6,12,4,0,0,4,2,6,0,24,0,0,0,0,0,0,12,0.08510638,0,0
UNPD_subset_A_5962,CC=CCCCCCCCCCCCCCCCCCCCCCC,UNPD_A,0,0,9.774499999999996,0.0,350.6750000000002,0.92,25,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.875,0,0
UNPD_subset_A_5963,C=CCc1cc(OC)cc(OC)c1,UNPD_A,2,0,2.432300000000001,18.46,178.23099999999997,0.2727272727272727,13,1,2,4,0,0,1,0,1,0,6,0,0,0,0,0,0,2,0.30769232,0,0
UNPD_subset_A_5964,N#Cc1ccc(N)cc1,UNPD_A,2,1,1.14048,49.81,118.13899999999998,0.0,9,1,2,0,0,0,1,0,1,0,6,0,0,0,0,0,2,0,0.11111111,0,0
