SCAFFOLD,AMOUNT,FREQUENCY,SCA_MOL,ID_SCAFFOLD,DATABASE
S=C(Nc1ccccc1)Oc1ccc2ccccc2c1,1,0.041288191577208914,<rdkit.Chem.rdchem.Mol object at 0x7f5fa2b510e0>,8TZEC,FooDB purchasable
S=c1cc[nH]c2ccccc12,1,0.041288191577208914,<rdkit.Chem.rdchem.Mol object at 0x7f5fa2b51150>,PDWSF,FooDB purchasable
c1coc(C2=NCCC2)c1,1,0.041288191577208914,<rdkit.Chem.rdchem.Mol object at 0x7f5fa2b511c0>,QY5OX,FooDB purchasable
c1ccc(-c2ccc3c(c2)oc2ccccc23)cc1,1,0.041288191577208914,<rdkit.Chem.rdchem.Mol object at 0x7f5fa2b51230>,0WB3B,FooDB purchasable
c1ccc2c(c1)N=C(N1CCNCC1)c1ccccc1S2,1,0.041288191577208914,<rdkit.Chem.rdchem.Mol object at 0x7f5fa2b512a0>,32TMB,FooDB purchasable
c1ccc(-c2ccc3ccccc3n2)cc1,1,0.041288191577208914,<rdkit.Chem.rdchem.Mol object at 0x7f5fa2b51310>,QRDND,FooDB purchasable
c1ccc(-c2ccccn2)cc1,1,0.041288191577208914,<rdkit.Chem.rdchem.Mol object at 0x7f5fa2b51380>,55CC2,FooDB purchasable
c1ccc2c3c([nH]c2c1)CNCC3,1,0.041288191577208914,<rdkit.Chem.rdchem.Mol object at 0x7f5fa2b513f0>,3119S,FooDB purchasable
c1ccc(N=Nc2ccccc2)cc1,1,0.041288191577208914,<rdkit.Chem.rdchem.Mol object at 0x7f5fa2b51460>,O6BO8,FooDB purchasable
c1ccc(NCc2ccco2)cc1,1,0.041288191577208914,<rdkit.Chem.rdchem.Mol object at 0x7f5fa2b514d0>,D4295,FooDB purchasable
c1ccc(Nc2ccc3ccccc3c2)cc1,1,0.041288191577208914,<rdkit.Chem.rdchem.Mol object at 0x7f5fa2b51540>,68NO7,FooDB purchasable
c1ccc(Nc2ccccc2)cc1,1,0.041288191577208914,<rdkit.Chem.rdchem.Mol object at 0x7f5fa2b515b0>,5NNKP,FooDB purchasable
c1ccc2c(c1)sc1ccccc12,1,0.041288191577208914,<rdkit.Chem.rdchem.Mol object at 0x7f5fa2b51620>,VCJ33,FooDB purchasable
c1ccc([SiH](Cn2cncn2)c2ccccc2)cc1,1,0.041288191577208914,<rdkit.Chem.rdchem.Mol object at 0x7f5fa2b51690>,GI0PJ,FooDB purchasable
c1ccc2[nH+]cc[nH+]c2c1,1,0.041288191577208914,<rdkit.Chem.rdchem.Mol object at 0x7f5fa2b51700>,WI0AK,FooDB purchasable
c1ccc2[nH]c(-c3cncs3)nc2c1,1,0.041288191577208914,<rdkit.Chem.rdchem.Mol object at 0x7f5fa2b51770>,4EZUR,FooDB purchasable
c1ccc2c(c1)oc1ccccc12,1,0.041288191577208914,<rdkit.Chem.rdchem.Mol object at 0x7f5fa2b517e0>,MR0RB,FooDB purchasable
c1ccc2c(c1)cc1c3c(cccc32)CCN1,1,0.041288191577208914,<rdkit.Chem.rdchem.Mol object at 0x7f5fa2b51850>,5XLIG,FooDB purchasable
c1ccc2c(-c3nccs3)c[nH]c2c1,1,0.041288191577208914,<rdkit.Chem.rdchem.Mol object at 0x7f5fa2b518c0>,WT2PO,FooDB purchasable
c1ccc2c(c1)c1ccccc1n2-c1ccc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc1,1,0.041288191577208914,<rdkit.Chem.rdchem.Mol object at 0x7f5fa2b51930>,XM0SJ,FooDB purchasable
c1ccc2c(c1)-c1cccc3c1c-2cc1ccccc13,1,0.041288191577208914,<rdkit.Chem.rdchem.Mol object at 0x7f5fa2b519a0>,465UE,FooDB purchasable
c1ccc2c(c1)CCCO2,1,0.041288191577208914,<rdkit.Chem.rdchem.Mol object at 0x7f5fa2b51a10>,U88UD,FooDB purchasable
c1ccc2c(c1)CCN2,1,0.041288191577208914,<rdkit.Chem.rdchem.Mol object at 0x7f5fa2b51a80>,SS1MV,FooDB purchasable
c1ccc2c(c1)OCc1c-2oc2ccccc12,1,0.041288191577208914,<rdkit.Chem.rdchem.Mol object at 0x7f5fa2b51af0>,KETOX,FooDB purchasable
c1ccc2c(c1)CCO2,1,0.041288191577208914,<rdkit.Chem.rdchem.Mol object at 0x7f5fa2b51b60>,624AT,FooDB purchasable
c1ccc2c(c1)Nc1ccccc1S2,1,0.041288191577208914,<rdkit.Chem.rdchem.Mol object at 0x7f5fa2b51bd0>,VVUQJ,FooDB purchasable
c1ccc2c(c1)CCc1ccccc1N2,1,0.041288191577208914,<rdkit.Chem.rdchem.Mol object at 0x7f5fa2b51c40>,EPHSZ,FooDB purchasable
c1ccc2c(c1)N=c1sccc1=C(N1CCNCC1)N2,1,0.041288191577208914,<rdkit.Chem.rdchem.Mol object at 0x7f5fa2b51cb0>,A8CH1,FooDB purchasable
c1ccc2c[n+]3c(cc2c1)-c1cc2c(cc1CC3)OCO2,1,0.041288191577208914,<rdkit.Chem.rdchem.Mol object at 0x7f5fa2b51d20>,Q0H1A,FooDB purchasable
c1ccc(N=Nc2ccc(N=Nc3cccc4ccccc34)cc2)cc1,1,0.041288191577208914,<rdkit.Chem.rdchem.Mol object at 0x7f5fa2b51d90>,9HRXM,FooDB purchasable
c1ccc(Cc2nccc3ccccc23)cc1,1,0.041288191577208914,<rdkit.Chem.rdchem.Mol object at 0x7f5fa2b51e00>,H52C6,FooDB purchasable
c1ccc(-c2nccnc2-c2ccccc2)cc1,1,0.041288191577208914,<rdkit.Chem.rdchem.Mol object at 0x7f5fa2b51e70>,M5OKM,FooDB purchasable
c1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1,1,0.041288191577208914,<rdkit.Chem.rdchem.Mol object at 0x7f5fa2b51ee0>,XA04R,FooDB purchasable
c1ccc(-c2ccco2)cc1,1,0.041288191577208914,<rdkit.Chem.rdchem.Mol object at 0x7f5fa2b51f50>,2TM73,FooDB purchasable
c1ccc(-c2ccncc2)cc1,1,0.041288191577208914,<rdkit.Chem.rdchem.Mol object at 0x7f5fa2b51fc0>,OYAKZ,FooDB purchasable
c1ccc2cc(N=Nc3cccc4ccccc34)ccc2c1,1,0.041288191577208914,<rdkit.Chem.rdchem.Mol object at 0x7f5fa2b52030>,YGIQ9,FooDB purchasable
c1ccc(-c2ccnn2-c2ccccc2)cc1,1,0.041288191577208914,<rdkit.Chem.rdchem.Mol object at 0x7f5fa2b520a0>,2OS1P,FooDB purchasable
c1ccc(-c2cn3ccccc3n2)cc1,1,0.041288191577208914,<rdkit.Chem.rdchem.Mol object at 0x7f5fa2b52110>,VS1LM,FooDB purchasable
c1ccc(-c2conc2-c2ccccc2)cc1,1,0.041288191577208914,<rdkit.Chem.rdchem.Mol object at 0x7f5fa2b52180>,WQR5X,FooDB purchasable
c1ccc(-c2nc(-c3ccccc3)nc(-c3ccccc3)n2)cc1,1,0.041288191577208914,<rdkit.Chem.rdchem.Mol object at 0x7f5fa2b521f0>,Q57KB,FooDB purchasable
c1ccc2cc(N=Nc3ccc(-c4nc5ccccc5s4)cc3)ccc2c1,1,0.041288191577208914,<rdkit.Chem.rdchem.Mol object at 0x7f5fa2b52260>,LEK7N,FooDB purchasable
c1ccc(-c2nnc(-c3cccc4ccccc34)o2)cc1,1,0.041288191577208914,<rdkit.Chem.rdchem.Mol object at 0x7f5fa2b522d0>,85J7Q,FooDB purchasable
